movie,reviews
American Traitor: The Trial…,"Period re-creation is decent (the interiors-heavy film was shot entirely in Puerto Rico), Polish effectively peppers in bits of archival footage, and the story is often involving despite its missteps."
American Traitor: The Trial…,"The film never deeply engages the issues of consent, culpability, and justice it asks us to consider."
American Traitor: The Trial…,Michael Polish's post-WWII courtroom drama is a must for Al Pacino completists.
American Traitor: The Trial…,"Clumsy, campy and kitsch, but also deadeningly dull for long stretches..."
American Traitor: The Trial…,"If Mildred Gillars has a story worth telling in a feature film, this isn't it."
American Traitor: The Trial…,"With twin brother Mark, Michael Polish has directed acclaimed oddball indies such as ""Twin Falls Idaho,"" ""Jackpot"" and ""The Astronaut Farmer."" But humanizing fascist collaborators takes more than just an offbeat cinematic sensibility."
Death of a Ladies’ Man,"It’s an insubstantial little film with slimly conceived characters, but Byrne adds at least 10 points to its IQ score and makes it twice as watchable."
Death of a Ladies’ Man,"The screenplay, by director Matthew Bissonnette, is leavened with flashes of curious humour - like the assertion that the Canadian National Anthem is Cohen's Bird on a Wire."
Death of a Ladies’ Man,Byrne's most remarkable achievement lies in the fact he never allows Samuel's incurable self-absorption to become boring.
Death of a Ladies’ Man,[A] likable and melodic dramedy from Cohen enthusiast Matthew Bissonnette.
Southern Gospel,Southern Gospel is better than expected faith entertainment.
Southern Gospel,"A ""Preacher's Kid"" movie that succeeds in its presentation."
Southern Gospel,"Many aspects of Southern Gospel are predictable, but solid performances from most of the cast members help overcome some clichés of faith-based films. This biopic of Dream Church founder Samuel Allen also benefits from having good original songs."
Southern Gospel,"Mildly engaging and non-preachy, but somewhat overstuffed, undercooked and cloying. It's not quite as powerful and moving as I Can Only Imagine."
Southern Gospel,"Entertaining and uplifting, the movie really won me over with its inspirational nature."
Southern Gospel,"This message of faith and grace is one that resonates deeply as it reminds us that we have a God who gives us second, third, and fourth chances and who welcomes us back with open arms."
Dreamin’ Wild,"It’s a lot to pack into a seemingly unassuming little movie, but Pohlad—who also directed 2014’s superb Love & Mercy—pulls it off."
Dreamin’ Wild,"[The] feelgood story of a long dormant musical dream finally realized was enough to earn major press attention, but is it enough for a feature-length film? Probably not, which is why writer-director Pohlad piled on the melodrama and leaned into clichés."
Dreamin’ Wild,It raises all kinds of familial guilt issues that are really interesting.
Dreamin’ Wild,"In some ways this movie is restrained by the fact that it's a true story. If some of that could be let go, a better movie could've been had -- but it is good."
Dreamin’ Wild,Casey Affleck does strong work as Donnie Emerson...
Dreamin’ Wild,"A well-cast, modestly affecting drama... it boasts a generous heart gently dusted with life’s complications as it beats a familiar rhythm of easygoing redemption."
Dreamin’ Wild,"A lot of talented people give it their all, in a film that is both thoughtful and rewarding. I liked it a lot."
Dreamin’ Wild,"A standard biopic of a story like this could easily write itself. Thankfully, writer/director Bill Pohlad has brought their tale to the silver screen with [a] thoughtful, humanist lens."
Dreamin’ Wild,"Dreamin’ Wild suffers from the occasional corny moment, and some of the dialogue is too direct, tending to spell out what ought to be implied. But Mr. Affleck easily holds the film together with another captivating performance."
Dreamin’ Wild,"Despite all the talent on display navigating an authentically intriguing true tale, Pohlad’s joint never quite finds its rhythm."
Dreamin’ Wild,"While it can occasionally seem as though Pohlad is eking out conflict to support a narrative, the film’s restraint ultimately works in its favor, offering a thoughtful meditation on music, creativity and what it really means for talent to be “overlooked.”"
Dreamin’ Wild,The elegantly underplayed performances ensure that the film never succumbs to melodrama.
Dreamin’ Wild,"Pohlad’s sweet, slightly sorrowful film [is] the lower-key B-side to his previous one — a poignant examination of what happens when a star is conceived, but not born."
Dreamin’ Wild,"There is a gentle loveliness to Pohlad’s filmmaking, everything from sun-swept Eastern Washington State vistas to teenage parties to live performances, but the heartwarming gradually overheats."
Dreamin’ Wild,"The movie is itself sort of a B+, or a 7 or 8 out of 10."
Even in Dreams,"This mild dramedy is like a dot-to-dot of what happens as a band makes it in the music industry: It's an identifiable picture, but it lacks the color and definition needed to make it a work of art."
Nights of Cabiria,"Fellini and Masina's unique collaboration appears to demolish the wall between life and art, film and audience."
Nights of Cabiria,What makes the character so poignant is that her final fortification is not her street wisdom -- that's all surface -- but her innocence. Her ultimate protection is our sympathy for her.
Nights of Cabiria,This Academy Award-winner for Best Foreign Film is always cited as one of Fellini's greatest.
Nights of Cabiria,"Cabiria's story is indeed heartrending, but neither director nor actress allow her time for self-pity."
Nights of Cabiria,"Through [Masina's] unforgettable performance, Cabiria will endure as long as anyone cares to watch transcendence projected on a screen."
Nights of Cabiria,One of the finest collaborations between husband and wife ever committed to film.
Nights of Cabiria,"Masina is immensely touching, through an extraordinary range of emotions."
Nights of Cabiria,"It's fascinating. Part of the fascination is in seeing how much of it is intrinsic, untarnished gold; and, as with most earlier works of masters, part of it now is in seeing the hints of the Fellini to come."
Nights of Cabiria,"The gift of Cabiria's essence, freed from the determinism of stories, is to return us to our own."
Nights of Cabiria,The most perfectly beautiful and touching of Fellini's movies.
Nights of Cabiria,"A deep, wrenching and eloquent filmgoing experience."
Nights of Cabiria,"As artificial as Cabiria's behavior sometimes seems, it always seems her own, and this little woman carries herself proudly through the gutters of Rome."
Empire of Light,"Empire of Light is a dull historical romance that isn’t even amusing enough to be offensive. It has its moments, but you’d be hard pressed to remember them later."
Empire of Light,"These are tricky scenes to bring off, but Mendes has written them with such care and Colman performs them with such a delicate awareness of just how far they should be taken that the swift changes in pace and tone don’t hit a false note."
Empire of Light,"The main location for the film was a real cinema that had fallen into disrepair and was restored to its former magnificence. It provides a vital centre for this poignant, intelligent, handsome film."
Empire of Light,"The central romance between Hilary and the devastatingly handsome new usher, Stephen, played by Top Boy’s promising star Michael Ward, never rings true. Nor does Hilary’s sudden shock at discovering racism in Margaret Thatcher’s Britain."
Empire of Light,"Watching the misguided artistry at work in Empire of Light, it’s hard to fathom just what attracted so many top-tier talents to a project of such torpor."
Empire of Light,"Hilary and Stephen have been buffeted all their lives by the message that they are less-than, undeserving, unimportant. Empire of Light highlights the ineffable joy when both discover that none of that is true."
Empire of Light,"Empire of Light is neither a convincing age-gap love story, nor does it authentically evoke the 1980s. It is baffling anyone could have managed to set a film in an old cinema while failing to capitalise on the potential for film-loving romance."
Empire of Light,Mendes has called it a tribute to his own mother. Others have declared it a love letter to cinema. So why is it so oddly impersonal? So cold? So closed off from its audience?
Empire of Light,"Empire of Light is... very much another film about the glory of cinema itself. That message comes within a conundrum of a movie: well-acted and well-meant, strikingly melancholy, but prettified and artificial too."
Empire of Light,Little convinces as anything other than a first-draft screenwriting exercise.
Empire of Light,"Throws more into the pot that it knows how to deal with, but some good stretches."
Empire of Light,"For all its visual flair, courtesy of veteran cinematographer Roger Deakins, there’s little to suggest that Mendes has the writing chops to match his directing skill."
Empire of Light,"At its best, it is genuinely evocative, and while the script is patchy, it also wisely leaves the camera — plus Trent Reznor and Atticus Ross’ delicate, pensive score — to do a lot of the talking."
Empire of Light,"The magic of film-going is the theme but there is almost no film-going in it and what there is isn’t magic. Peculiarly soulless, pedestrian and plodding, it is, however, wonderfully shot by Roger Deakins."
Empire of Light,"The way to celebrate cinema is to make a good film, not to lecture about it in a bad one."
Empire of Light,"Late in the film, Hilary asks projectionist Norman (Toby Young, appealing) why he made a particular momentous decision; his mystified reply may match the viewer’s own as to what Mendes had in mind here."
Empire of Light,There is nothing subtle about writer-director Sam Mendes’ Empire of Light.
Empire of Light,"Empire of Light is so dewy and sentimental, it’s practically moist. What’s more, it’s almost desperate to be the kind of film that wins awards. A shame, because it wastes an excellent Colman performance."
Empire of Light,"Colman, talented trooper that she is, gives it her all — but I wasn’t buying."
Empire of Light,"The film smothers its authentic parts, never lets its drama take root and grow, never lets its characters come to life."
Empire of Light,The problem is that it's muddled by taking on too much... It's fragmented and meandering.
Empire of Light,"Too clumsy to effectively tie its thematic threads together, and too schematic to stir the heart."
Empire of Light,"Empire of Light spells out lots of things that it might have conveyed with a glance, or a line of understated dialogue. It stumbles under the weight of its intentions, and not even its majestic setting can save it."
Empire of Light,All life appears to have been drained out of this movie.
Empire of Light,"Empire of Light never entirely coheres, but it's worth seeing for the power of Colman's lead performance and the expertly judged backup acting."
Empire of Light,"Onscreen chemistry is always difficult to measure, more dependent upon our connection to the actors and their personas than we care to admit. Still, Colman and Ward, two tremendously talented performers, capture as much spark as damp wood."
Empire of Light,"Earnestly crafted and intentioned, mostly avoiding over-simplifying the struggles of its characters or offering trite solutions to complicated issues – but there’s still a whiff of falseness to it."
Empire of Light,“Empire of Light” has such enticing visuals and such thoughtful performances it can almost lull audiences into forgetting that the storyline and characters are like pieces from different jigsaw puzzles.
Empire of Light,"It has many bright, powerful moments, most of them courtesy of Colman or Deakins, and perhaps that's how ""Empire of Light"" is meant to be experienced — as little pieces that capture bits of human behavior or conflict before moving on to the next piece."
Empire of Light,"That’s four very different movies on the marquee, and none of them is particularly convincing or memorable."
Empire of Light,"We don’t need someone to remind us that movies are magic by stating that up front, usually it’s the magic of storytelling itself that achieves that, which “Empire of Light” ultimately, and unfortunately, fumbles."
Empire of Light,Olivia Colman keeps killing it.
Empire of Light,"There's little heat to Empire of Light, and a styrofoam staleness to its treatment of the important topics of then and now."
Empire of Light,"We may come to Empire of Light like moths to a flame but, ultimately, the film’s glow lacks incandescence."
Empire of Light,"There's a thin line between affection and myopia; ""Empire of Light"" skews too heavily toward the latter."
Empire of Light,"Colman, on whose face the film frequently rests (does anyone in cinema have a more open, guileless smile?), quietly holds the drama in her hands."
Empire of Light,"The message is muddled and soft, like a Milk Dud at the bottom of the box, and the movie chews on it for quite a while."
Empire of Light,"Olivia Colman delivers an alternately delicate and ferocious performance as a cinema manager in “Empire of Light,” a tender, tear-soaked valentine to the ineffable joys of moviegoing."
Empire of Light,A cinematic car wreck that’s not only miscalculated and misconceived but misplayed.
Empire of Light,"Although the scenes transpiring within the Empire Theater mine a deep vein of nostalgia, the clunky and uneven storyline doesn’t give the cast enough to work with."
Empire of Light,"Empire of Light may be a love letter to the movies, but it’s a sad one..."
Empire of Light,"There are films in which the performances are so strong and persuasive that they compensate for the story's contrivances and weaknesses. Such is the case with ""Empire of Light."""
Empire of Light,"If a central thesis of Empire Of Light is that 24 frames per second can generate magic, Colman is walking (and crying, and dancing, and smiling) proof of that."
Empire of Light,The movie is a glossy wreck.
Empire of Light,"There is a certain odour wafting out of writer-director Sam Mendes’s Empire of Light that approximates the stomach-churning scent of scalding, rancid butter ladled atop stale popcorn."
Empire of Light,Performances all around are solid. The faulty screenplay doesn’t materialize into a worthy or profound film. This was a waste of everyone’s time and talent.
Empire of Light,A treasure worthy of its own magnificently-crumbling Art Deco Screens 1 and 2.
Empire of Light,Film is truth at 24 frames per second; reality is a fist to the face.
Empire of Light,"The movie has a genial sense of humour, and there are cute moments... But it’s hard to buy into its cathartic vision of a unifying cinema in a film with a dubiously lopsided approach to its leads."
Empire of Light,"It’s not saying anything new but it’s a heartwarming reminder of the joy, comfort and necessity of the big screen experience."
Empire of Light,"Empire of Light isn’t about anyone’s memories, not really."
Empire of Light,A film that works in its minor character beats but fumbles enough of the major ones to push viewers out of the very spell it’s trying to cast.
Empire of Light,"In Sam Mendes’s film, the power of the movies comes off feeling disappointingly like an afterthought to the script’s more romantic and socially oriented concerns."
Empire of Light,"Mendes, who wrote the script, skirts hoary cliche (and worse) by staying close to Stephen and Hillary, these portraits of people in flux so finely wrought by Colman and Ward."
Empire of Light,Olivia Colman can’t save Sam Mendes’s befuddling nostalgia trip.
Empire of Light,"An engrossing, poignantly observed and beautifully acted drama about love, life and the fragile art of moviegoing..."
Empire of Light,"The performances are affecting across the board, but we knew that Mendes was good with actors. We’re less accustomed to seeing him as a writer... His plotting can be formulaic and some of the dialogue falls rather flat."
Empire of Light,It’s an unwieldy union of kitchen-sink drudgery with rapturous celebration of the moving image.
Empire of Light,A nicely acted misfire from director Sam Mendes.
Empire of Light,"Colman, her eyes darting between hope and devastation, is so lit-up and specific (and funny, a quality that doesn't seem to get mentioned enough) that she lifts nearly every scene."
Empire of Light,"A frustratingly uneven and often meandering period drama written by Mendes, loosely drawing remembrances from his own formative years."
Empire of Light,You can hear the narrative cogs turning.
Empire of Light,It’s wonderful that Mendes spent the pandemic making a movie about the irreplaceable vitality of movie theaters... It would have been even better if he spent the pandemic making a movie worth seeing in one.
Empire of Light,"The deeper you get into Mendes’ story, the tougher and more unpredictable it gets."
Contempt,"Bardot and Piccoli are deeply sympathetic as a couple in free fall, the locations are invariably stunning and the score by Georges Delerue is so heartbreaking and epic that Scorsese borrowed it, re-using it with equal power in Casino."
Contempt,"Godard, himself working with American co-producers and facing demands to insert nude shots of Bardot (whose fees constituted half the film’s budget), turns this conflict between culture and cash into an ironic, self-reflexive odyssey."
Contempt,"Contempt could not be termed good or poor. It seems a little remote, and unless you are interested in films, or want to view some beautiful scenes of tasteful sensuality, you can pass it by."
Contempt,"""Contempt"" transports us back to another era: an early '60s world in which the classicism of the past...is juxtaposed with the emptiness and ennui of modern culture."
Contempt,"The film is about nothing but cinema itself, which gets a bit wearing, unless you are one of those people who like watching a movie in order to check off the references to other movies. Still, it's a masterwork of some sort."
Contempt,Steeped in melancholy and a sense of mourning.
Contempt,"The miracle here is that for all its use of irony and self-reflexive devices, Le Mepris still ends up with a considerable emotional punch."
Contempt,"This is one of the French new wave master's seminal films, a satire on the making of a Hollywood-style movie that exploits Bardot's femme fatale Camille with no less aplomb than Hollywood itself."
Contempt,"Uncompromising, uningratiating film-making."
Contempt,"A knowing, tragic-comic aria for love and moviemaking."
Contempt,Possibly Godard's most melancholy film and probably his most beautiful ...
Contempt,A rich and heady cocktail of the various things swimming around in Jean-Luc Godard's mind at the time of its production.
Contempt,
Contempt,
Contempt,
Contempt,"What's the price of selling out? Contempt asks the question of its characters, its audience, and its own director."
Contempt,"Godard sets interesting scenes, with provocative color combinations and a suggestive pictorial flow. But out of it all comes nothing -- or very little that tells you why this wife is so contemptuous of her husband. Maybe he should be contemptuous of her!"
Contempt,"Inevitably a melancholy film, but a memorable one as well."
Contempt,It emerges as one of Godard's most emotional films.
Contempt,I would argue that Godard's eclecticism must be acknowledged and understood before one can genuinely appreciate the film.
Contempt,"Contempt was Jean-Luc Godard's 1963 attempt at a big-budget, big- star production, and more or less satisfied his curiosity."
Contempt,"It's not Godard's best film, but it is one of cinema's most interesting looks at itself, masquerading as a love story gone awry."
Contempt,"It takes its artistic agenda seriously, but also luxuriates in the sensuality and plasticity of film images."
Contempt,"This one has too much forced intellectualism to it, even though it is an engrossing time capsule."
Gully,"The plot here didn't work for me, but I really adore this cast and I think this director will make something great."
Gully,"A movie... needs to go somewhere, and ""Gully"" basically doesn't."
Gully,"Uncertain what story it's telling, Nabil Elderkin's Gully is only held together by the sheer talent of its young cast."
Gully,The film overreaches or overstates at every significant moment...
Gully,"Its raw, gritty approach feels like an effort from the filmmakers, but it's mostly work for the audience to endure."
Gully,Music video director Nabil Elderkin steps into the deep end of feature filmmaking and flounders.
Landscape with Invisible Hand,"It's all rather cleverly worked out and there's enough here to draw on. Certainly from a young adult level there's something to see here, but it tries to too much in too many different ways. I give them points though for creating aliens that [look new]."
Landscape with Invisible Hand,"Once you get past the aliens’ appearances, it’s easy to be mesmerized by the film at large, which is a sweeping and heartfelt examination of colonization, voyeurism, capitalism, and humanity."
Landscape with Invisible Hand,"It’s a lovely little film, and features two great performances from Blackk and Haddish."
Landscape with Invisible Hand,A slyly subversive sci-fi satire that packs a sensory kick.
Landscape with Invisible Hand,"Finley deserves credit for adding extra wrinkles to Anderson’s story, but “Landscape with Invisible Hand” doesn’t cut deep enough to leave a mark."
Landscape with Invisible Hand,"Cory Finley presents an up-and-down satire, both deeply weird and totally original, with a dry sense of humor and takeaways that are funny, messy and unsettling, sometimes all at once."
Landscape with Invisible Hand,“Landscape With Invisible Hand” is profound. You’ll probably feel uncomfortable with the many questions it raises... But that’s the point.
Landscape with Invisible Hand,"Landscape With Invisible Hand is the perfect answer to the sci-fi franchise machine, and exactly what we need in 2023."
Landscape with Invisible Hand,Landscape With Invisible Hand never seems scattershot because Finley keeps the characters grounded amid the insanity.
Landscape with Invisible Hand,"It gets strange in smart, interesting, and thought-provoking ways, combining big ideas and careful attention to the smallest details."
Landscape with Invisible Hand,"Finley’s allegorical gestures toward issues of class, race and authoritarianism are more than apparent, but the film’s tonal inconsistencies make the satire wobble."
Landscape with Invisible Hand,There is much to like.
Landscape with Invisible Hand,"Landscape with Invisible Hand is a cutting satire about economic imperialism, the commodification of culture, and the degrees to which human beings are forced to debase themselves in order to survive."
Landscape with Invisible Hand,While his [Finley] latest isn't as refreshing as his past films in how it does so... it has enough thematic tissue to hold together until an appropriately evocative end.
Landscape with Invisible Hand,"Features some impressively staged sequences and terrific performances, but awkwardly straddles the fence between biting social commentary and dark humor, never quite finding its footing and ending on a curiously flat note."
Landscape with Invisible Hand,"Corey Finley's M.T. Anderson adaptation loses track of the filmmaker's unique voice, but proves his knack for big-budget visuals and storytelling. In the end, Finley’s ambitious outing is just that: ambitious, without much else to back it up."
Landscape with Invisible Hand,Landscape With Invisible Hand elegantly tells a complicated sci-fi story.
Landscape with Invisible Hand,"“Landscape with Invisible Hand” wants to be admired for such cynical send-ups, but its commentary is nowhere near sharp enough."
Landscape with Invisible Hand,"The Vuvv are not unlike the wealthy class we already have now — using technological advancement as an excuse for the rapid destruction of empathy. It’s a blunt indictment of capitalism’s cruelty, which constantly asks us to pay for our freedom."
Landscape with Invisible Hand,"It's not a film about killing aliens or outrunning laser beams but about the economic fallout of an alien invasion: How do you live with them, and how does this shape future human interaction?"
Landscape with Invisible Hand,"Finley undoubtedly benefits from rich source material, translating Anderson’s book with what is quickly becoming his deadpan sense of humour."
Landscape with Invisible Hand,"This could be a scathing indictment of our country’s growing class divide. Instead, it’s a nice-looking, entertaining movie that conveniently pulls its punches."
Landscape with Invisible Hand,The helplessness baked into this sci-fi tale of economic surrender gradually builds into a moribund sense of dread that stifles most of its laughs.
Landscape with Invisible Hand,"“Landscape with Invisible Hand” is, at best, an ambitious failure."
"Ma Belle, My Beauty","It's all very amiable, casual and lovely to behold, but needs a little more friction to spice things up."
"Ma Belle, My Beauty","Viewers may wish there were more to it, but what's there is teasingly intriguing."
"Ma Belle, My Beauty","Ma Belle, My Beauty feels uninterested in its characters' motivations and their main source of conflict-how to manuever the complicated cogs of the polyamorous machine..."
"Ma Belle, My Beauty","Anchored by four very good performances, Ma Belle, My Beauty unfortunately suffers from inertia and a lack of conflict."
"Ma Belle, My Beauty",Hill seems so averse to calling attention to the struggles of polyamory that the characters shy away from any real conflict.
"Ma Belle, My Beauty","Thoughtfully written and produced, Ma Belle, My Beauty exemplifies the potential of small-budget filmmaking."
"Ma Belle, My Beauty","The acting from the central four actors is quite soulful, but we don't get enough access to these characters' inner conflicts."
"Ma Belle, My Beauty","New writer/director Marion Hill takes her sweet time laying out the story, rivalries, jealousies and flirtations."
"Ma Belle, My Beauty","All told, it's an absolutely enchanting pleasure that pulls us whole-bodied into its sway."
"Ma Belle, My Beauty","While the film is not without its flaws and missteps, it's hard not to be grateful to enter its world of sex and feelings and food and nature."
Holler,"Jessica Barden gives a performance of great sensitivity and subtlety in Holler, an evocative depiction of the Sisyphus-like experience of poverty in a depressed economy."
Holler,"Holler is a gorgeously-textured exploration of the way ruthless corporatism trickles down through each layer of a country, and a system, until it falls on the shoulders of a young girl and obscures her future. Jessica Barden pens sonnets with her silence."
Holler,"Miss Barden is just wonderful in this movie, but so is everyone else."
Holler,"Honest, gritty, and thoughtful."
Holler,"Jessica Barden, Pamela Adlon and Gus Halper knock it out of the park with the girtty tale of escaping the trash heap of poverty for a better life. Kudos Nicole Reigel for sharing your heart!"
Holler,"While the broad strokes of Nicole Riegel's story might sound familiar, ""Holler"" finds its power in the particularities, especially Jessica Barden's unfussy and wholly believable performance."
Holler,"Barden's central performance is as tough and honest as the film calls for, and even if a closing riff feels slightly borrowed from ""Good Will Hunting,"" ""Holler"" is a solid entry in the Midwest Desolation canon."
Holler,A modest classic -- hopefully the first of many from a major new voice in American cinema.
Holler,An unflinching autobiographical work about what it takes to lift oneself out of this marginalized life.
Holler,"Holler is a compassionate film, and a worthwhile one, even if Riegel gets her points across bluntly."
Holler,"For all the scenes of desperate people doing desperate things in order to stave off literal starvation while working dead-end or downright criminal jobs, Riegel somehow manages to imply short, sharp shock of actual hope by film's end."
Holler,"Even the medium - Super 16-millimeter film, in the era of digital - adds to the ambience of rusting, abandoned machinery."
Holler,"The film's bleak outlook is leavened with a ray of hope, when she decides to take a road less travelled."
Holler,"A film that is heart-rattlingly poignant, haunting, and among the best of the year."
Holler,"[A]side from the scraggly forests and ominous smokestacks that writer-director Nicole Riegel films in gorgeous, grainy 16mm there's not much that's memorable about this story."
Holler,"Holler is a compelling, confident film about family, loyalty, hope and self-care, executed with a firm directorial vision and speaking with an authenticity and genuineness that is unambiguously refreshing."
Holler,"Riegel seems to still be hung up on Winter's Bone, making a slavishly imitative film with few flourishes that allow it to stand on its own."
Holler,"The director has a secret weapon in Barden, who makes Ruth's story relatable, even to those who've been fortunate enough to avoid such hardship."
Monday,"I didn't get a feel for their chemistry... It felt unconvincing, underdeveloped, and kind of pointless."
Monday,"When they were just roaming around beautiful Greece, I was enjoying the movie. When they get into the story? Nah."
Monday,That's the beauty of Argyris Papadimitropoulos's follow-up to Suntan; it's a movie that accurately reflects the highs and lows of relationships once the dust of a fling starts to settle and the work begins.
Monday,The movie becomes a less than appealing blend of rave and rut.
Monday,"Even when your head knows better, the heart doesn't always follow. It's as predictable as the Monday morning that follows the Friday night. 'Monday'"
Monday,"Try though the actors may, they're unable to make us care about characters who are primarily defined by their lousy decisions and who lack the spark to draw us closer to their flame."
Monday,Get a room...far away form here.
Monday,"All in all, Mr. Papadimitropoulos maintains a delicate balance between the wryly hilarious and the heartbreaking, and sometimes the high wire trembles. But danger is intoxicating."
Monday,"As we watch these two likable wrecks try to carve out a place for themselves in the world, we can't help but see something of ourselves in them."
Monday,"That gorgeous stranger at the bar may stay gorgeous, Papadimitropoulos suggests, but the antics of youth and whirlwind romance have an undoubted expiry date."
Monday,"While Papadimitropoulos and his cast capture the perma-vacation feel that permeates Mickey and Chloe's happiest moments, he's less adept at navigating the heftier emotional elements."
Monday,"Papadimitropoulos doesn't say a whole lot here or offer much of a lesson. This may not be a fatal problem, but it can feel trying; better to watch this film on a Friday, when you have no reason to rush through life."
Monday,"As the couple's once-thrilling romance quickly wanes, so does the movie."
Monday,"Sebastian Stan, the Winter Soldier himself, shows he can sizzle with costar Denise Gough for a romcom romp in Greece that starts on a sexy, swooshing high before draining out the fun for dramatic insights that never come. Bummer."
Monday,"Romance is often gussied up with noble heroes, dastardly villains, slapstick shenanigans, or MPAA-taunting eroticism. Monday rejects all of these adornments and is nonetheless a stunner."
Monday,"Papadimitropoulos has a particular feel for sun-baked hedonism and atmosphere, and Gough and Stan are extremely game."
Monday,"This honest examination of a passionate, disastrous, adult relationship, might feel like a warning itself. Papadimitropoulos doesn't offer easy answers, but what ""Monday"" brings is something tangibly real and profoundly human."
Monday,You just don't feel that heat.
Monday,"A sharply observed, well-acted picture with a lot of tart detail and a few real stings in its tail."
Monday,"Sebastian Stan has the moody skill as an actor to pull this off. Yet the movie, which at times feels semi-improvised, isn't structured to allow the central relationship to build dramatically."
Monday,"What starts out as a sexy, sun-soaked romp becomes a heartbreaking examination of two people who are absolutely wrong for each other."
Monday,"Ultimately, the film is unable to overcome the mundanity of its simple, overly familiar scenario."
Monday,"Anyone else who's ever been in a relationship like this... will painfully relate to Monday's sensual, funny and above all honest look at amour fou."
Monday,I never got the impression of a genuine connection between the two stars. There was no chemistry.
Monday,The impressive follow up to Suntan from Argyris Papadimitropoulos crackles with energy and stings with honesty.
Confetti,"Confetti is a little predictable and comfortable, but heartfelt."
Confetti,"Dyslexia is still not officially recognised in China, something writer/director Ann Hu clearly aims to change with this awareness raising, semi-autobiographical story."
Confetti,"Writer/director Ann Hu, who based the film on her own experience, has a gift for subtle details that illuminate character and culture."
Confetti,Confetti doesn't step too far off the beaten path of such concerned-parent dramas.
Confetti,"A little too glossy for its own good, ""Confetti"" nevertheless will resonate for those who can relate to this family's plight."
Il conformista,It's easy to overlook how stark The Conformist's political and allegorical message is because it's just so damn beautiful.
Il conformista,"It's yesteryear remembered with a combination of nostalgia and repulsion, a queasy combination that defines the film and gives it a kind of hideous allure."
Il conformista,"The unsettling blend of images and ideas in this movie cannot satisfactorily be disentangled or decoded, and it's the very strangeness of Bertolucci's masterpiece that has made it so influential in cinema history."
Il conformista,Bertolucci's boldest and most expressive film ...
Il conformista,"Photographed by Vittorio Storraro, it's a mlange of the sensual haziness of '70s European art-house fair and the high-contrast, anxious angles of film noir"
Il conformista,"The Conformist is celebrated for cinematographer Vittorio Storaro's tumbling autumn leaves, but its emotional impact involves a tumbling soul."
Il conformista,"The art house meets Hollywood neo-noir in Bernardo Bertolucci's The Conformist, a film that isn't recognized enough as the masterpiece that it is."
Il conformista,All hail the revival of one of Bernardo Bertolucci's best films.
Il conformista,A beautifully imagined portrait of moral and political cowardice.
Il conformista,Bertolucci's film has the compelling quality of a bad dream.
Il conformista,A visual masterpiece thanks to Storaro's keen eye and Bertolucci's assured direction.
Il conformista,Ravishing to the eye but less than fully satisfying to the mind.
Il conformista,"The movie is pure magic as story, as drama, as photography, as conviction, as everything except its ideas."
Il conformista,"Juggling past and present with the same bravura flourish as Welles in Citizen Kane, Bertolucci conjures a dazzling historical and personal perspective."
Il conformista,... seems every bit the masterpiece it was when first released by Paramount.
Il conformista,"As striking as Bertolucci's classic looks, there's even more powerful stuff in the storytelling."
Il conformista,An eye-watering testimony to the erstwhile dash of international cinema.
Il conformista,"There are excesses in the film, but they are balanced by scenes of such unusual beauty and vitality that I couldn't care less."
Il conformista,"[A] beautiful, complex, massively layered adaptation of the Alberto Moravia novel."
Il conformista,"The brilliant mix of ideas, the audacity and originality of approach, the sensualist delight in the ravishing play of light and shadow -- all these remain, as bracing and inspirational as ever."
Il conformista,"Storaro and Bertolucci have fashioned a visual masterpiece in The Conformist, with some of the best use of light and shadow ever in a motion picture."
Il conformista,More like a symphonic poem than a movie. Your breath is taken away by its baroque compositions.
The Youngest Evangelist And…,ERROR
Little Fish,"O'Connell - a very good actor of whom I feel I haven't seen enough recently - is tender and sympathetic as Jude, and Cooke is similarly intelligent and gentle as Emma."
Little Fish,Cooke is marvelous. She carries this movie through all of its various ups and downs with magnetic grace.
Little Fish,"Maybe that's the greatest surprise of the movie, after all: Obsessed though it is with the past, throughout its whole runtime, the best part always lies ahead."
Little Fish,The film almost lost me but recovered by focusing on the intimate story of one couple. That's what makes Little Fish palatable-and moving.
Little Fish,"The lackluster Little Fish banks on the automatic pathos of its subject matter, unaware that such delicate material actually requires greater skill and finesse to pull off, now more than ever."
Little Fish,Beautifully done with intimate cinematography... A lovely film.
Little Fish,"I really was won over by this, I think in part because Olivia Cooke is an actress I never get tired of."
Little Fish,"The result is better than smart, it's stirring. With the NIA pandemic as a pretext, the essential subject becomes memory -- its fragility, its wondrousness, its centrality to our existence as sentient beings."
Little Fish,"Hartigan never strikes a hysterical tone, resulting in realistic horror within the recognizable confines of daily life."
Little Fish,"Built around dreamlike cinematography and Keegan DeWitt's melancholic score, this is an inventive exploration of the hardships and pain of losing a loved one that speaks from the heart."
Little Fish,"Hartigan's moody evocation of Emma and Jack's love - and the way in which it, like so much else, is predicated on knowledge of the past - casts a moving spell."
Little Fish,A haunting pandemic love story.
Little Fish,"For the most part, though, ""Little Fish"" is a heart-gripping two-hander between people trying to save their love."
Little Fish,"The film eclipses its conceit, delicately examining both the unique pain that is the loss of intimacy and what makes us fall in love with someone again and again."
Little Fish,"It's a class act - from the devoted acting to the touching screenplay, and is one of the most genuine love stories I've seen this decade."
